#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-03-25
3-19	199-208	еврейским	_	_	_	_	_	_	_	_	_	_	*[6]	*[12]	_	_	_	_	
3-20	209-221	государством	_	_	_	_	_	_	_	_	_	_	*[6]	*[12]	_	_	_	_	
3-21	221-222	.	_	_	_	_	_	_	_	_	_	_	*[6]	*[12]	_	_	_	_	

#Text=Позиция ЕС и Великобритании неизменна — суверенитет над территорией не признается, МИД РФ не поддерживает изменение статуса Голан в обход Совета Безопасности ООН, критикует решение и Турция.
4-1	223-230	Позиция	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-2	231-233	ЕС	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-3	234-235	и	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-4	236-250	Великобритании	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-5	251-260	неизменна	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-6	261-262	—	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-7	263-274	суверенитет	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-8	275-278	над	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-9	279-290	территорией	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-10	291-293	не	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-11	294-304	признается	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-12	304-305	,	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-13	306-309	МИД	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-14	310-312	РФ	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-15	313-315	не	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-16	316-328	поддерживает	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-17	329-338	изменение	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-18	339-346	статуса	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-19	347-352	Голан	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-20	353-354	в	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-21	355-360	обход	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-22	361-367	Совета	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-23	368-380	Безопасности	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-24	381-384	ООН	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-25	384-385	,	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-26	386-395	критикует	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-27	396-403	решение	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-28	404-405	и	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-29	406-412	Турция	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	
4-30	412-413	.	_	_	_	_	_	_	_	_	_	_	*[6]	*[13]	_	_	_	_	

#Text=Символический жест американского президента накануне выборов в Кнессет стал как будто подарок для премьер-министра Биньямина Нетаньяху.
5-1	414-427	Символический	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-2	428-432	жест	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-3	433-446	американского	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-4	447-457	президента	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-5	458-466	накануне	Text	7-A	_	_	*	Day	A	1	*	*	*[6]	*[14]	Date	*	Day	*	
5-6	467-474	выборов	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-7	475-476	в	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-8	477-484	Кнессет	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-9	485-489	стал	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-10	490-493	как	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-11	494-499	будто	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-12	500-507	подарок	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-13	508-511	для	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-14	512-528	премьер-министра	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-15	529-538	Биньямина	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-16	539-548	Нетаньяху	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	
5-17	548-549	.	_	_	_	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	

#Text=Но агитационное выступление и визит в США пришлось прервать из-за обострения в регионе.
6-1	550-552	Но	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-2	553-565	агитационное	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-3	566-577	выступление	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-4	578-579	и	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-5	580-585	визит	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-6	586-587	в	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-7	588-591	США	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-8	592-600	пришлось	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-9	601-609	прервать	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-10	610-615	из-за	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-11	616-626	обострения	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-12	627-628	в	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-13	629-636	регионе	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	
6-14	636-637	.	_	_	_	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	

#Text=¶Утром из южной части сектора Газа была выпущена ракета, которая попала в поселок к северу от Тель-Авива.
7-1	641-642	¶	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-2	642-647	Утром	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-3	648-650	из	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-4	651-656	южной	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-5	657-662	части	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-6	663-670	сектора	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-7	671-675	Газа	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-8	676-680	была	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-9	681-689	выпущена	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-10	690-696	ракета	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-11	696-697	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-12	698-705	которая	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-13	706-712	попала	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-14	713-714	в	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-15	715-722	поселок	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-16	723-724	к	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-17	725-731	северу	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-18	732-734	от	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-19	735-745	Тель-Авива	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	
7-20	745-746	.	_	_	_	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	

#Text=Ни палестинское движение «Хамас», ни группировка «Исламский джихад» не взяли на себя ответственность за обстрел.
8-1	747-749	Ни	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-2	750-762	палестинское	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-3	763-771	движение	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-4	772-773	«	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-5	773-778	Хамас	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-6	778-779	»	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-7	779-780	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-8	781-783	ни	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-9	784-795	группировка	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-10	796-797	«	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-11	797-806	Исламский	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-12	807-813	джихад	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-13	813-814	»	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-14	815-817	не	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-15	818-823	взяли	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-16	824-826	на	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-17	827-831	себя	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-18	832-847	ответственность	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-19	848-850	за	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-20	851-858	обстрел	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	
8-21	858-859	.	_	_	_	_	_	_	_	_	_	_	*[7]	*[17]	_	_	_	_	

#Text=Тем не менее эксперты не исключают, что «Хамас» выгодно использовать ситуацию, чтобы отвлечь внимание от социальных протестов, которые жестко разгонялись.
9-1	860-863	Тем	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-2	864-866	не	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-3	867-872	менее	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-4	873-881	эксперты	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-5	882-884	не	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-6	885-894	исключают	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-7	894-895	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-8	896-899	что	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-9	900-901	«	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-10	901-906	Хамас	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-11	906-907	»	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-12	908-915	выгодно	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-13	916-928	использовать	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-14	929-937	ситуацию	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-15	937-938	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-16	939-944	чтобы	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-17	945-952	отвлечь	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-18	953-961	внимание	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-19	962-964	от	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-20	965-975	социальных	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-21	976-985	протестов	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-22	985-986	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-23	987-994	которые	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-24	995-1001	жестко	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-25	1002-1013	разгонялись	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	
9-26	1013-1014	.	_	_	_	_	_	_	_	_	_	_	*[7]	*[18]	_	_	_	_	

#Text=Десять дней назад Иерусалим ответил на две палестинские ракеты, выпущенные по Тель-Авиву, атаковав почти сто объектов «Хамаса» в секторе Газа.
10-1	1015-1021	Десять	_	_	_	P???[2]	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-2	1022-1026	дней	_	_	_	P???[2]	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-3	1027-1032	назад	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-4	1033-1042	Иерусалим	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-5	1043-1050	ответил	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-6	1051-1053	на	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-7	1054-1057	две	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-8	1058-1070	палестинские	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-9	1071-1077	ракеты	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-10	1077-1078	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-11	1079-1089	выпущенные	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-12	1090-1092	по	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-13	1093-1103	Тель-Авиву	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-14	1103-1104	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-15	1105-1113	атаковав	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-16	1114-1119	почти	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-17	1120-1123	сто	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-18	1124-1132	объектов	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-19	1133-1134	«	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-20	1134-1140	Хамаса	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-21	1140-1141	»	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-22	1142-1143	в	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-23	1144-1151	секторе	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-24	1152-1156	Газа	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	
10-25	1156-1157	.	_	_	_	_	_	_	_	_	_	_	*[7]	*[19]	_	_	_	_	

#Text=Сейчас приняты меры, в долгосрочной перспективе грозящие блокадой.
11-1	1158-1164	Сейчас	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-2	1165-1172	приняты	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-3	1173-1177	меры	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-4	1177-1178	,	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-5	1179-1180	в	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-6	1181-1193	долгосрочной	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-7	1194-1205	перспективе	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-8	1206-1214	грозящие	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-9	1215-1223	блокадой	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	
11-10	1223-1224	.	_	_	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	

#Text=¶Главный политический соперник Нетаньяху на выборах, один из лидеров центристского блока «Кахоль-Лаван» и бывший начальник Генштаба Бенни Ганц обвинил его в неспособности обеспечить безопасность израильтян.
12-1	1228-1229	¶	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-2	1229-1236	Главный	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-3	1237-1249	политический	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-4	1250-1258	соперник	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-5	1259-1268	Нетаньяху	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-6	1269-1271	на	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-7	1272-1279	выборах	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-8	1279-1280	,	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-9	1281-1285	один	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-10	1286-1288	из	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-11	1289-1296	лидеров	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-12	1297-1310	центристского	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-13	1311-1316	блока	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-14	1317-1318	«	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-15	1318-1330	Кахоль-Лаван	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-16	1330-1331	»	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-17	1332-1333	и	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-18	1334-1340	бывший	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-19	1341-1350	начальник	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-20	1351-1359	Генштаба	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-21	1360-1365	Бенни	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-22	1366-1370	Ганц	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-23	1371-1378	обвинил	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-24	1379-1382	его	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-25	1383-1384	в	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-26	1385-1398	неспособности	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-27	1399-1409	обеспечить	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-28	1410-1422	безопасность	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-29	1423-1433	израильтян	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	
12-30	1433-1434	.	_	_	_	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	

#Text=Дополнительное давление на его позиции оказывают попытки предъявить обвинения в коррупции.
13-1	1435-1449	Дополнительное	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-2	1450-1458	давление	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-3	1459-1461	на	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-4	1462-1465	его	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-5	1466-1473	позиции	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-6	1474-1483	оказывают	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-7	1484-1491	попытки	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-8	1492-1502	предъявить	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-9	1503-1512	обвинения	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-10	1513-1514	в	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-11	1515-1524	коррупции	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
13-12	1524-1525	.	_	_	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	

#Text=¶https://www.kommersant.ru/doc/3854145
14-1	1529-1530	¶	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
14-2	1530-1535	https	_	_	_	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
