#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Restored|Through|U_Class
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2019-03-07
2-6	40-44	дела	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-7	45-54	Игнатьева	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-8	54-55	,	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-9	56-66	прекратила	_	_	_	_	_	_	_	_	_	_	_	*[5]	Event	*	*	*	1	*	*	*	*	*	*	*	2-13[13_0]	
2-10	67-68	с	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-11	69-72	ним	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-12	73-87	сотрудничество	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	_	_	_	_	_	_	_	_	
2-13	88-93	более	DCT[1]	7-D[1]	_	_	_	_	_	_	_	_	_	*[5]	Relation[13]|Duration[14]	*[13]|*[14]	*[13]|*[14]	1(before,Duration)DCT[13]|Month,1,MORE\_THAN[14]	_	_	_	_	_	_	_	_	_	
2-14	94-100	месяца	DCT[1]	7-D[1]	_	_	_	_	_	_	_	_	_	*[5]	Relation[13]|Duration[14]	*[13]|*[14]	*[13]|*[14]	1(before,Duration)DCT[13]|Month,1,MORE\_THAN[14]	_	_	_	_	_	_	_	_	_	
2-15	101-106	назад	DCT[1]	7-D[1]	_	_	_	_	_	_	_	_	_	*[5]	Relation[13]	*[13]	*[13]	1(before,Duration)DCT[13]	_	_	_	_	_	_	_	_	_	

#Text=¶Компания ProSports Manegment, которая ведет дела многих российских футболистов, сообщила, что прекратила сотрудничество с нападающим "Краснодара" Иваном Игнатьевым.
3-1	110-111	¶	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-2	111-119	Компания	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	120-129	ProSports	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-4	130-139	Manegment	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-5	139-140	,	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-6	141-148	которая	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-7	149-154	ведет	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-8	155-159	дела	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-9	160-166	многих	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-10	167-177	российских	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-11	178-189	футболистов	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-12	189-190	,	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-13	191-199	сообщила	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-14	199-200	,	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-15	201-204	что	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-16	205-215	прекратила	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-17	216-230	сотрудничество	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-18	231-232	с	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-19	233-243	нападающим	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-20	244-245	"	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-21	245-255	Краснодара	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-22	255-256	"	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-23	257-263	Иваном	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-24	264-274	Игнатьевым	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-25	274-275	.	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=В среду стало известно, что между игроком и клубом возникло недопонимание по новому контракту.
4-1	276-277	В	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-2	278-283	среду	_	_	_	DayOfWeek	*	*	*	*	*	DCT	4	*[7]	*	*	*	*	_	_	_	_	_	_	_	_	_	
4-3	284-289	стало	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-4	290-298	известно	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-5	298-299	,	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-6	300-303	что	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-7	304-309	между	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-8	310-317	игроком	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-9	318-319	и	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-10	320-326	клубом	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-11	327-335	возникло	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-12	336-349	недопонимание	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-13	350-352	по	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-14	353-359	новому	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-15	360-369	контракту	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-16	369-370	.	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶"В связи со многими сообщениями в СМИ, а так же поступающими запросами, ProSports Manegment информирует, что компания и Иван Игнатьев приняли решение прекратить сотрудничество более месяца назад.
5-1	375-376	¶	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-2	376-377	"	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-3	377-378	В	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-4	379-384	связи	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-5	385-387	со	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-6	388-395	многими	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-7	396-407	сообщениями	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-8	408-409	в	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-9	410-413	СМИ	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-10	413-414	,	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-11	415-416	а	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-12	417-420	так	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-13	421-423	же	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-14	424-436	поступающими	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-15	437-446	запросами	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-16	446-447	,	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-17	448-457	ProSports	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-18	458-467	Manegment	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-19	468-479	информирует	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-20	479-480	,	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-21	481-484	что	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-22	485-493	компания	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-23	494-495	и	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-24	496-500	Иван	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-25	501-509	Игнатьев	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-26	510-517	приняли	_	_	_	_	_	_	_	_	_	_	_	*[8]	Event	*	*	*	1	*	*	*	*	*	*	*	5-30[15_0]	
5-27	518-525	решение	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-28	526-536	прекратить	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-29	537-551	сотрудничество	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-30	552-557	более	DCT[2]	7-D[2]	_	_	_	_	_	_	_	_	_	*[8]	Relation[15]|Duration[16]	*[15]|*[16]	*[15]|*[16]	1(before,Duration)DCT[15]|Month,1,MORE\_THAN[16]	_	_	_	_	_	_	_	_	_	
5-31	558-564	месяца	DCT[2]	7-D[2]	_	_	_	_	_	_	_	_	_	*[8]	Relation[15]|Duration[16]	*[15]|*[16]	*[15]|*[16]	1(before,Duration)DCT[15]|Month,1,MORE\_THAN[16]	_	_	_	_	_	_	_	_	_	
5-32	565-570	назад	DCT[2]	7-D[2]	_	_	_	_	_	_	_	_	_	*[8]	Relation[15]	*[15]	*[15]	1(before,Duration)DCT[15]	_	_	_	_	_	_	_	_	_	
5-33	570-571	.	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Поэтому сложившаяся ситуация полностью находится в рамках отношений клуб-игрок.
6-1	572-579	Поэтому	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-2	580-591	сложившаяся	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-3	592-600	ситуация	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-4	601-610	полностью	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-5	611-620	находится	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-6	621-622	в	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-7	623-629	рамках	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-8	630-639	отношений	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-9	640-650	клуб-игрок	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-10	650-651	.	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Учитывая вышесказанное, компания ProSports Manegment хотела бы воздержаться от любых комментариев на эту тему, а также от комментариев на тему прекращения сотрудничества с самим Игнатьевым", - говорится в пресс-релизе ProSports Manegment.
7-1	655-656	¶	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-2	656-664	Учитывая	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-3	665-678	вышесказанное	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-4	678-679	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-5	680-688	компания	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-6	689-698	ProSports	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-7	699-708	Manegment	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-8	709-715	хотела	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-9	716-718	бы	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-10	719-731	воздержаться	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-11	732-734	от	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-12	735-740	любых	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-13	741-753	комментариев	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-14	754-756	на	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-15	757-760	эту	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-16	761-765	тему	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-17	765-766	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-18	767-768	а	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-19	769-774	также	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-20	775-777	от	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-21	778-790	комментариев	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-22	791-793	на	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-23	794-798	тему	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-24	799-810	прекращения	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-25	811-825	сотрудничества	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-26	826-827	с	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-27	828-833	самим	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-28	834-844	Игнатьевым	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-29	844-845	"	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-30	845-846	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-31	847-848	-	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-32	849-858	говорится	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-33	859-860	в	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-34	861-873	пресс-релизе	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-35	874-883	ProSports	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-36	884-893	Manegment	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-37	893-894	.	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶https://www.sport-express.ru/football/rfpl/news/kompaniya-kotoraya-vela-dela-ignateva-prekratila-s-nim-sotrudnichestvo-bolee-mesyaca-nazad-1520562/
8-1	898-899	¶	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-2	899-904	https	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-3	904-905	:	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-4	905-906	/	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-5	906-907	/	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-6	907-910	www	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-7	910-911	.	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-8	911-924	sport-express	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-9	924-925	.	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-10	925-927	ru	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-11	927-928	/	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-12	928-936	football	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-13	936-937	/	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-14	937-941	rfpl	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-15	941-942	/	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-16	942-946	news	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-17	946-947	/	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-18	947-1037	kompaniya-kotoraya-vela-dela-ignateva-prekratila-s-nim-sotrudnichestvo-bolee-mesyaca-nazad	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-19	1037-1038	-	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-20	1038-1045	1520562	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-21	1045-1046	/	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	_	_	_	_	_	_	_	_	
