#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-02-22
5-3	190-202	единоборства	_	_	_	_	_	_	_	_	_	_	*[18]	*[49]	_	_	_	_	
5-4	203-204	—	_	_	_	_	_	_	_	_	_	_	*[18]	*[49]	_	_	_	_	
5-5	205-218	действительно	_	_	_	_	_	_	_	_	_	_	*[18]	*[49]	_	_	_	_	
5-6	219-229	уникальный	_	_	_	_	_	_	_	_	_	_	*[18]	*[49]	_	_	_	_	
5-7	230-233	вид	_	_	_	_	_	_	_	_	_	_	*[18]	*[49]	_	_	_	_	
5-8	234-240	спорта	_	_	_	_	_	_	_	_	_	_	*[18]	*[49]	_	_	_	_	
5-9	240-241	.	_	_	_	_	_	_	_	_	_	_	*[18]	*[49]	_	_	_	_	

#Text=Только здесь спортсмен может закончить карьеру, потому что ему не хватает «злости».
6-1	242-248	Только	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-2	249-254	здесь	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-3	255-264	спортсмен	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-4	265-270	может	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-5	271-280	закончить	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-6	281-288	карьеру	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-7	288-289	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-8	290-296	потому	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-9	297-300	что	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-10	301-304	ему	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-11	305-307	не	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-12	308-315	хватает	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-13	316-317	«	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-14	317-323	злости	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-15	323-324	»	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	
6-16	324-325	.	_	_	_	_	_	_	_	_	_	_	*[18]	*[50]	_	_	_	_	

#Text=И даже если мы говорим о понятии «спортивная злость», оно все равно будет сильно отличаться от того, что имеет место в футболе, хоккее, баскетболе и так далее.
7-1	326-327	И	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-2	328-332	даже	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-3	333-337	если	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-4	338-340	мы	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-5	341-348	говорим	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-6	349-350	о	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-7	351-358	понятии	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-8	359-360	«	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-9	360-370	спортивная	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-10	371-377	злость	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-11	377-378	»	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-12	378-379	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-13	380-383	оно	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-14	384-387	все	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-15	388-393	равно	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-16	394-399	будет	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-17	400-406	сильно	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-18	407-417	отличаться	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-19	418-420	от	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-20	421-425	того	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-21	425-426	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-22	427-430	что	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-23	431-436	имеет	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-24	437-442	место	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-25	443-444	в	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-26	445-452	футболе	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-27	452-453	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-28	454-460	хоккее	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-29	460-461	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-30	462-472	баскетболе	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-31	473-474	и	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-32	475-478	так	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-33	479-484	далее	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	
7-34	484-485	.	_	_	_	_	_	_	_	_	_	_	*[18]	*[51]	_	_	_	_	

#Text=Та злость, которую ты должен переживать, чтобы найти достаточно мотивации ударить другого человека по лицу, — не то же самое, что злость, которая помогает ударить по мячу.
8-1	486-488	Та	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-2	489-495	злость	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-3	495-496	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-4	497-504	которую	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-5	505-507	ты	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-6	508-514	должен	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-7	515-525	переживать	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-8	525-526	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-9	527-532	чтобы	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-10	533-538	найти	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-11	539-549	достаточно	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-12	550-559	мотивации	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-13	560-567	ударить	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-14	568-575	другого	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-15	576-584	человека	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-16	585-587	по	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-17	588-592	лицу	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-18	592-593	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-19	594-595	—	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-20	596-598	не	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-21	599-601	то	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-22	602-604	же	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-23	605-610	самое	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-24	610-611	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-25	612-615	что	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-26	616-622	злость	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-27	622-623	,	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-28	624-631	которая	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-29	632-640	помогает	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-30	641-648	ударить	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-31	649-651	по	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-32	652-656	мячу	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	
8-33	656-657	.	_	_	_	_	_	_	_	_	_	_	*[18]	*[52]	_	_	_	_	

#Text=¶Похожую аналогию можно провести и относительно правильно подобранного времени для того, чтобы покинуть спорт.
9-1	661-662	¶	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-2	662-669	Похожую	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-3	670-678	аналогию	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-4	679-684	можно	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-5	685-693	провести	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-6	694-695	и	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-7	696-708	относительно	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-8	709-718	правильно	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-9	719-731	подобранного	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-10	732-739	времени	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-11	740-743	для	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-12	744-748	того	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-13	748-749	,	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-14	750-755	чтобы	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-15	756-764	покинуть	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-16	765-770	спорт	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	
9-17	770-771	.	_	_	_	_	_	_	_	_	_	_	*[19]	*[53]	_	_	_	_	

#Text=Спортсмены всегда говорят о том, что очень важно уйти на пике.
10-1	772-782	Спортсмены	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-2	783-789	всегда	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-3	790-797	говорят	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-4	798-799	о	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-5	800-803	том	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-6	803-804	,	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-7	805-808	что	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-8	809-814	очень	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-9	815-820	важно	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-10	821-825	уйти	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-11	826-828	на	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-12	829-833	пике	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	
10-13	833-834	.	_	_	_	_	_	_	_	_	_	_	*[19]	*[54]	_	_	_	_	

#Text=Но на деле сделать так получается далеко не у всех.
11-1	835-837	Но	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-2	838-840	на	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-3	841-845	деле	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-4	846-853	сделать	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-5	854-857	так	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-6	858-868	получается	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-7	869-875	далеко	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-8	876-878	не	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-9	879-880	у	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-10	881-885	всех	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	
11-11	885-886	.	_	_	_	_	_	_	_	_	_	_	*[19]	*[55]	_	_	_	_	

#Text=¶В ММА такие вещи чувствуются намного сильнее.
12-1	890-891	¶	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-2	891-892	В	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-3	893-896	ММА	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-4	897-902	такие	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-5	903-907	вещи	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-6	908-919	чувствуются	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-7	920-927	намного	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-8	928-935	сильнее	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	
12-9	935-936	.	_	_	_	_	_	_	_	_	_	_	*[20]	*[56]	_	_	_	_	

#Text=Так, например, в сезоне 2016/17-м 43-летний Дмитрий Лоськов был заявлен за московский «Локомотив» в качестве игрока.
13-1	937-940	Так	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-2	940-941	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-3	942-950	например	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-4	950-951	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-5	952-953	в	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-6	954-960	сезоне	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-7	961-965	2016	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-8	965-966	/	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-9	966-968	17	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-10	968-969	-	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-11	969-970	м	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-12	971-973	43	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-13	973-974	-	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-14	974-980	летний	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-15	981-988	Дмитрий	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-16	989-996	Лоськов	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-17	997-1000	был	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-18	1001-1008	заявлен	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-19	1009-1011	за	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-20	1012-1022	московский	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-21	1023-1024	«	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-22	1024-1033	Локомотив	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-23	1033-1034	»	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-24	1035-1036	в	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-25	1037-1045	качестве	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-26	1046-1052	игрока	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	
13-27	1052-1053	.	_	_	_	_	_	_	_	_	_	_	*[20]	*[57]	_	_	_	_	

#Text=Болельщикам нравилось, что легенда клуба еще выходит на поле.
14-1	1054-1065	Болельщикам	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-2	1066-1075	нравилось	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-3	1075-1076	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-4	1077-1080	что	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-5	1081-1088	легенда	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-6	1089-1094	клуба	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-7	1095-1098	еще	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-8	1099-1106	выходит	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-9	1107-1109	на	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-10	1110-1114	поле	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	
14-11	1114-1115	.	_	_	_	_	_	_	_	_	_	_	*[20]	*[58]	_	_	_	_	

#Text=Понятное дело, что главный тренер не будет давать столько же игрового времени, как 10 лет назад.
15-1	1116-1124	Понятное	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-2	1125-1129	дело	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-3	1129-1130	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-4	1131-1134	что	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-5	1135-1142	главный	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-6	1143-1149	тренер	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-7	1150-1152	не	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-8	1153-1158	будет	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-9	1159-1165	давать	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-10	1166-1173	столько	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-11	1174-1176	же	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-12	1177-1185	игрового	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-13	1186-1193	времени	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-14	1193-1194	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-15	1195-1198	как	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-16	1199-1201	10	_	_	_	P???[2]	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-17	1202-1205	лет	_	_	_	P???[2]	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-18	1206-1211	назад	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	
15-19	1211-1212	.	_	_	_	_	_	_	_	_	_	_	*[20]	*[59]	_	_	_	_	

#Text=Возрастного футболиста не перегружают, ведь всегда есть более молодая альтернатива.
16-1	1213-1224	Возрастного	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-2	1225-1235	футболиста	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-3	1236-1238	не	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-4	1239-1250	перегружают	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-5	1250-1251	,	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-6	1252-1256	ведь	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-7	1257-1263	всегда	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-8	1264-1268	есть	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-9	1269-1274	более	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-10	1275-1282	молодая	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-11	1283-1295	альтернатива	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	
16-12	1295-1296	.	_	_	_	_	_	_	_	_	_	_	*[20]	*[60]	_	_	_	_	

#Text=А когда он появляется на поле, никто не отреагирует болезненно, если какой-нибудь 23-летний игрок даст фору Лоськову по скорости или помешает ему точно пробить.
17-1	1297-1298	А	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-2	1299-1304	когда	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-3	1305-1307	он	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
17-4	1308-1318	появляется	_	_	_	_	_	_	_	_	_	_	*[20]	*[61]	_	_	_	_	
