#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Restored|Through|U_Class
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.ShiftExp|Formula
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-03-09
3-13	169-176	которое	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-14	177-184	недавно	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-15	185-189	было	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	
3-16	190-202	возобновлено	_	_	_	_	_	_	_	_	_	_	_	*[5]	_	_	_	_	_	

#Text=¶Домодедовский городской суд в закрытом режиме рассмотрит вопрос об аресте бывшего первого замглавы "Росгеологии" Руслана Горринга, обвиняемого в особо крупном мошенничестве, передает корреспондент "Интерфакса".
4-1	206-207	¶	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-2	207-220	Домодедовский	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-3	221-230	городской	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-4	231-234	суд	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-5	235-236	в	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-6	237-245	закрытом	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-7	246-252	режиме	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-8	253-263	рассмотрит	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-9	264-270	вопрос	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-10	271-273	об	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-11	274-280	аресте	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-12	281-288	бывшего	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-13	289-296	первого	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-14	297-305	замглавы	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-15	306-307	"	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-16	307-318	Росгеологии	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-17	318-319	"	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-18	320-327	Руслана	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-19	328-336	Горринга	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-20	336-337	,	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-21	338-349	обвиняемого	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-22	350-351	в	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-23	352-357	особо	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-24	358-365	крупном	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-25	366-379	мошенничестве	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-26	379-380	,	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-27	381-389	передает	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-28	390-403	корреспондент	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-29	404-405	"	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-30	405-415	Интерфакса	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-31	415-416	"	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	
4-32	416-417	.	_	_	_	_	_	_	_	_	_	_	_	*[6]	_	_	_	_	_	

#Text=¶"Суд постановил: провести рассмотрение ходатайства органов следствия об избрании меры пресечения в отношении обвиняемого Горринга в закрытом режиме", - огласил решение судья Александр Скрипст.
5-1	421-422	¶	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-2	422-423	"	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-3	423-426	Суд	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-4	427-437	постановил	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-5	437-438	:	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-6	439-447	провести	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-7	448-460	рассмотрение	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-8	461-472	ходатайства	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-9	473-480	органов	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-10	481-490	следствия	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-11	491-493	об	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-12	494-502	избрании	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-13	503-507	меры	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-14	508-518	пресечения	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-15	519-520	в	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-16	521-530	отношении	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-17	531-542	обвиняемого	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-18	543-551	Горринга	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-19	552-553	в	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-20	554-562	закрытом	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-21	563-569	режиме	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-22	569-570	"	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-23	570-571	,	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-24	572-573	-	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-25	574-581	огласил	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-26	582-589	решение	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-27	590-595	судья	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-28	596-605	Александр	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-29	606-613	Скрипст	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	
5-30	613-614	.	_	_	_	_	_	_	_	_	_	_	_	*[7]	_	_	_	_	_	

#Text=¶О закрытии слушания суд попросила защита Горринга.
6-1	618-619	¶	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-2	619-620	О	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-3	621-629	закрытии	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-4	630-638	слушания	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-5	639-642	суд	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-6	643-652	попросила	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-7	653-659	защита	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-8	660-668	Горринга	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	
6-9	668-669	.	_	_	_	_	_	_	_	_	_	_	_	*[8]	_	_	_	_	_	

#Text=¶"Ввиду того, что в материалах дела имеются сведения как о самом моем доверителе, так и о его несовершеннолетних детях, мы просим провести заседание в закрытом режиме.
7-1	673-674	¶	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-2	674-675	"	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-3	675-680	Ввиду	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-4	681-685	того	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-5	685-686	,	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-6	687-690	что	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-7	691-692	в	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-8	693-703	материалах	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-9	704-708	дела	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-10	709-716	имеются	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-11	717-725	сведения	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-12	726-729	как	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-13	730-731	о	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-14	732-737	самом	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-15	738-742	моем	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-16	743-753	доверителе	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-17	753-754	,	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-18	755-758	так	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-19	759-760	и	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-20	761-762	о	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-21	763-766	его	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-22	767-785	несовершеннолетних	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-23	786-791	детях	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-24	791-792	,	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-25	793-795	мы	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-26	796-802	просим	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-27	803-811	провести	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-28	812-821	заседание	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-29	822-823	в	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-30	824-832	закрытом	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-31	833-839	режиме	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	
7-32	839-840	.	_	_	_	_	_	_	_	_	_	_	_	*[9]	_	_	_	_	_	

#Text=Кроме того, мы радеем за тайну следствия, поскольку расследование возобновлено спустя восемь лет, и позиция ни следствия, ни стороны защиты еще не сформирована", - сказал адвокат Николай Казанцев, обращаясь к суду.
8-1	841-846	Кроме	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-2	847-851	того	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-3	851-852	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-4	853-855	мы	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-5	856-862	радеем	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-6	863-865	за	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-7	866-871	тайну	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-8	872-881	следствия	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-9	881-882	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-10	883-892	поскольку	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-11	893-906	расследование	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-12	907-919	возобновлено	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-13	920-926	спустя	DCT[1]	7-DA[1]	_	_	_	_	_	_	_	_	_	*[10]	*[22]	_	_	_	_	
8-14	927-933	восемь	DCT[1]	7-DA[1]	_	_	_	_	_	_	_	_	_	*[10]	*[22]	_	_	_	_	
8-15	934-937	лет	DCT[1]	7-DA[1]	_	_	_	_	_	_	_	_	_	*[10]	*[22]	_	_	_	_	
8-16	937-938	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-17	939-940	и	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-18	941-948	позиция	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-19	949-951	ни	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-20	952-961	следствия	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-21	961-962	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-22	963-965	ни	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-23	966-973	стороны	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-24	974-980	защиты	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-25	981-984	еще	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-26	985-987	не	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-27	988-1000	сформирована	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-28	1000-1001	"	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-29	1001-1002	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-30	1003-1004	-	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-31	1005-1011	сказал	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-32	1012-1019	адвокат	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-33	1020-1027	Николай	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-34	1028-1036	Казанцев	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-35	1036-1037	,	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-36	1038-1047	обращаясь	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-37	1048-1049	к	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-38	1050-1054	суду	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	
8-39	1054-1055	.	_	_	_	_	_	_	_	_	_	_	_	*[10]	_	_	_	_	_	

#Text=¶Согласно материалам суда, Горрингу предъявлено обвинение в особо крупном мошенничестве (ч. 4 ст. 159 УК РФ).
9-1	1059-1060	¶	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-2	1060-1068	Согласно	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-3	1069-1079	материалам	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-4	1080-1084	суда	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-5	1084-1085	,	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-6	1086-1094	Горрингу	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-7	1095-1106	предъявлено	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-8	1107-1116	обвинение	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-9	1117-1118	в	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-10	1119-1124	особо	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-11	1125-1132	крупном	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-12	1133-1146	мошенничестве	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-13	1147-1148	(	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-14	1148-1149	ч	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-15	1149-1150	.	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-16	1151-1152	4	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-17	1153-1155	ст	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-18	1155-1156	.	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-19	1157-1160	159	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-20	1161-1163	УК	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-21	1164-1166	РФ	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-22	1166-1167	)	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	
9-23	1167-1168	.	_	_	_	_	_	_	_	_	_	_	_	*[11]	_	_	_	_	_	

#Text=¶До закрытия заседания адвокат успел пояснить, что Горринг не признает себя виновным.
10-1	1172-1173	¶	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-2	1173-1175	До	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-3	1176-1184	закрытия	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-4	1185-1194	заседания	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-5	1195-1202	адвокат	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-6	1203-1208	успел	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-7	1209-1217	пояснить	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-8	1217-1218	,	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-9	1219-1222	что	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-10	1223-1230	Горринг	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-11	1231-1233	не	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-12	1234-1242	признает	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-13	1243-1247	себя	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-14	1248-1256	виновным	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	
10-15	1256-1257	.	_	_	_	_	_	_	_	_	_	_	_	*[12]	_	_	_	_	_	

#Text="Мы не считаем себя причастными к какому-либо преступлению", - пояснил Казанцев.
11-1	1258-1259	"	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-2	1259-1261	Мы	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-3	1262-1264	не	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-4	1265-1272	считаем	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-5	1273-1277	себя	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-6	1278-1289	причастными	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-7	1290-1291	к	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-8	1292-1303	какому-либо	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-9	1304-1316	преступлению	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-10	1316-1317	"	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-11	1317-1318	,	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-12	1319-1320	-	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-13	1321-1328	пояснил	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-14	1329-1337	Казанцев	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
11-15	1337-1338	.	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	

#Text=¶Спецслужбы задержали бывшего первого замглавы госхолдинга "Росгеология" Руслана Горринга накануне.
12-1	1342-1343	¶	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-2	1343-1353	Спецслужбы	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-3	1354-1363	задержали	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-4	1364-1371	бывшего	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-5	1372-1379	первого	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-6	1380-1388	замглавы	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-7	1389-1400	госхолдинга	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-8	1401-1402	"	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-9	1402-1413	Росгеология	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-10	1413-1414	"	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-11	1415-1422	Руслана	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-12	1423-1431	Горринга	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
12-13	1432-1440	накануне	DCT	1-DA	_	Day	*	*	*	*	*	_	_	*[14]	_	*	*	*	*	
12-14	1440-1441	.	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	

#Text=Представитель подмосковного главка Следственного комитета Ольга Врадий сообщила в пятницу, что он был задержан в столичном аэропорту "Внуково".
13-1	1442-1455	Представитель	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
13-2	1456-1469	подмосковного	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
13-3	1470-1476	главка	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
13-4	1477-1490	Следственного	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
13-5	1491-1499	комитета	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
13-6	1500-1505	Ольга	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
13-7	1506-1512	Врадий	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
13-8	1513-1521	сообщила	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
