#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Restored|Through|U_Class
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.ShiftExp|Formula
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2019-02-25
9-21	906-907	”	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
9-22	907-908	,	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
9-23	909-910	—	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
9-24	911-922	подтвердили	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
9-25	923-930	порталу	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
9-26	931-934	TUT	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	
9-27	934-935	.	_	_	_	_	_	_	_	_	_	_	_	*[13]	_	_	_	_	_	

#Text=BY в областном управлении Следственного комитета.
10-1	935-937	BY	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
10-2	938-939	в	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
10-3	940-949	областном	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
10-4	950-960	управлении	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
10-5	961-974	Следственного	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
10-6	975-983	комитета	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	
10-7	983-984	.	_	_	_	_	_	_	_	_	_	_	_	*[14]	_	_	_	_	_	

#Text=¶Если вина бывшего милиционера будет доказана, то ему, согласно данной статье, грозит от 3 до 10 лет тюрьмы.
11-1	988-989	¶	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-2	989-993	Если	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-3	994-998	вина	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-4	999-1006	бывшего	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-5	1007-1018	милиционера	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-6	1019-1024	будет	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-7	1025-1033	доказана	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-8	1033-1034	,	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-9	1035-1037	то	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-10	1038-1041	ему	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-11	1041-1042	,	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-12	1043-1051	согласно	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-13	1052-1058	данной	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-14	1059-1065	статье	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-15	1065-1066	,	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-16	1067-1073	грозит	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-17	1074-1076	от	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-18	1077-1078	3	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-19	1079-1081	до	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-20	1082-1084	10	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-21	1085-1088	лет	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-22	1089-1095	тюрьмы	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	
11-23	1095-1096	.	_	_	_	_	_	_	_	_	_	_	_	*[15]	_	_	_	_	_	

#Text=¶По информации с сайта УВД Могоблисполкома, в марте 2017 года Николай Раев, тогда еще старшина милиции и милиционер-водитель оперативно-дежурной службы Мстиславского РОВД, получил звание и погоны прапорщика милиции.
12-1	1100-1101	¶	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-2	1101-1103	По	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-3	1104-1114	информации	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-4	1115-1116	с	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-5	1117-1122	сайта	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-6	1123-1126	УВД	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-7	1127-1142	Могоблисполкома	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-8	1142-1143	,	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-9	1144-1145	в	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-10	1146-1151	марте	_	_	_	MonthName	*	*	*	*	*	_	_	*[16]	_	*[24]	*[24]	*[24]	*[24]	
12-11	1152-1156	2017	_	_	_	Year[3]	*[3]	*[3]	*[3]	*[3]	*[3]	_	_	*[16]	_	*[24]	*[24]	*[24]	*[24]	
12-12	1157-1161	года	_	_	_	Year[3]	*[3]	*[3]	*[3]	*[3]	*[3]	_	_	*[16]	_	*[24]	*[24]	*[24]	*[24]	
12-13	1162-1169	Николай	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-14	1170-1174	Раев	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-15	1174-1175	,	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-16	1176-1181	тогда	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-17	1182-1185	еще	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-18	1186-1194	старшина	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-19	1195-1202	милиции	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-20	1203-1204	и	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-21	1205-1224	милиционер-водитель	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-22	1225-1244	оперативно-дежурной	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-23	1245-1251	службы	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-24	1252-1265	Мстиславского	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-25	1266-1270	РОВД	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-26	1270-1271	,	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-27	1272-1279	получил	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-28	1280-1286	звание	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-29	1287-1288	и	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-30	1289-1295	погоны	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-31	1296-1306	прапорщика	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-32	1307-1314	милиции	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	
12-33	1314-1315	.	_	_	_	_	_	_	_	_	_	_	_	*[16]	_	_	_	_	_	

#Text=В ноябре 2018-го Раев стал младшим лейтенантом.
13-1	1316-1317	В	_	_	_	_	_	_	_	_	_	_	_	*[17]	_	_	_	_	_	
13-2	1318-1324	ноябре	_	_	_	MonthName	*	*	*	*	*	_	_	*[17]	_	*[25]	*[25]	*[25]	*[25]	
13-3	1325-1329	2018	_	_	_	Year[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	*[17]	_	*[25]	*[25]	*[25]	*[25]	
13-4	1329-1330	-	_	_	_	Year[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	*[17]	_	*[25]	*[25]	*[25]	*[25]	
13-5	1330-1332	го	_	_	_	Year[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	*[17]	_	*[25]	*[25]	*[25]	*[25]	
13-6	1333-1337	Раев	_	_	_	_	_	_	_	_	_	_	_	*[17]	_	_	_	_	_	
13-7	1338-1342	стал	_	_	_	_	_	_	_	_	_	_	_	*[17]	_	_	_	_	_	
13-8	1343-1350	младшим	_	_	_	_	_	_	_	_	_	_	_	*[17]	_	_	_	_	_	
13-9	1351-1362	лейтенантом	_	_	_	_	_	_	_	_	_	_	_	*[17]	_	_	_	_	_	
13-10	1362-1363	.	_	_	_	_	_	_	_	_	_	_	_	*[17]	_	_	_	_	_	

#Text=¶https://spektr.by/archives/69965
14-1	1367-1368	¶	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-2	1368-1373	https	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-3	1373-1374	:	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-4	1374-1375	/	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-5	1375-1376	/	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-6	1376-1382	spektr	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-7	1382-1383	.	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-8	1383-1385	by	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-9	1385-1386	/	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-10	1386-1394	archives	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-11	1394-1395	/	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
14-12	1395-1400	69965	_	_	_	_	_	_	_	_	_	_	_	*[18]	_	_	_	_	_	
