#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.Source|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_SP=webanno.custom.Event|ROLE_webanno.custom.Event:Time_test_webanno.custom.EventTime_testLink|webanno.custom.TxtDate
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate
#T_RL=webanno.custom.Event_link|e_link|BT_webanno.custom.Event


#Text=¶2017-09-01
6-4	533-541	адвокаты	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-5	542-543	в	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-6	544-549	сборе	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-7	549-550	,	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-8	551-560	последним	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-9	561-569	появился	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-10	570-577	Улюкаев	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-11	577-578	.	_	_	_	_	_	_	_	_	*[6]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Он сообщил, что приставы запрещают ему отвечать на вопросы журналистов.
7-1	579-581	Он	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-2	582-589	сообщил	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-3	589-590	,	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-4	591-594	что	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-5	595-603	приставы	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-6	604-613	запрещают	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-7	614-617	ему	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-8	618-626	отвечать	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-9	627-629	на	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-10	630-637	вопросы	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-11	638-649	журналистов	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-12	649-650	.	_	_	_	_	_	_	_	_	*[6]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Ранее Улюкаев также отказался общаться с журналистами, сообщив, что ему могут изменить меру пресечения на более жесткую.
8-1	651-656	Ранее	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-2	657-664	Улюкаев	_	_	_	_	_	_	_	_	*[6]	*[19]	*	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-3	665-670	также	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-4	671-680	отказался	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	*	_	_	_	_	_	_	_	_	_	_	_	
8-5	681-689	общаться	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-6	690-691	с	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-7	692-704	журналистами	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-8	704-705	,	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-9	706-713	сообщив	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	*	_	_	_	_	_	_	_	_	_	_	_	
8-10	713-714	,	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-11	715-718	что	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-12	719-722	ему	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-13	723-728	могут	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	*	_	_	_	_	_	_	_	_	_	_	_	
8-14	729-737	изменить	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	*	_	_	_	_	_	_	_	_	_	modal	8-13	
8-15	738-742	меру	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-16	743-753	пресечения	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-17	754-756	на	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-18	757-762	более	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-19	763-770	жесткую	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-20	770-771	.	_	_	_	_	_	_	_	_	*[6]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Допрос свидетелей по существу суд собирался начать еще на первом заседании, 16 августа.
9-1	774-775	¶	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-2	775-781	Допрос	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-3	782-792	свидетелей	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-4	793-795	по	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-5	796-804	существу	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-6	805-808	суд	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-7	809-818	собирался	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-8	819-825	начать	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-9	826-829	еще	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-10	830-832	на	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-11	833-839	первом	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-12	840-849	заседании	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-13	849-850	,	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-14	851-853	16	_	_	*	Day	-	-	16	*	*[7]	*[20]	_	Date[34]	*[34]	Day[34]	2017-08-16[34]	_	_	*	*	*	*	*	*	*	1D	10-5[35_34]	_	_	
9-15	854-861	августа	_	_	*	MonthName	DA	4	08	*	*[7]	*[20]	_	Date[34]	*[34]	Day[34]	2017-08-16[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-16	861-862	.	_	_	_	_	_	_	_	_	*[7]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Они в суд в этот день не явились, так что заседание было перенесено.
10-1	863-866	Они	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-2	867-868	в	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-3	869-872	суд	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-4	873-874	в	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-5	875-879	этот	_	_	*[3]	Day[3]	DA[3]	1[3]	16[3]	*[3]	*[7]	*[21]	_	Date[35]	*[35]	Day[35]	2017-08-16[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-6	880-884	день	_	_	*[3]	Day[3]	DA[3]	1[3]	16[3]	*[3]	*[7]	*[21]	_	Date[35]	*[35]	Day[35]	2017-08-16[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-7	885-887	не	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-8	888-895	явились	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-9	895-896	,	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-10	897-900	так	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-11	901-904	что	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-12	905-914	заседание	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-13	915-919	было	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-14	920-930	перенесено	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-15	930-931	.	_	_	_	_	_	_	_	_	*[7]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Ранее Алексей Улюкаев обвинил главу «Роснефти» Игоря Сечина и бывшего заместителя управления собственной безопасности ФСБ Олега Феоктистова в провокации.
11-1	933-934	¶	_	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	
