#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2018-10-11
6-24	724-726	15	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-25	726-727	C	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-26	728-733	Eagle	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-27	733-734	,	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-28	735-736	а	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-29	737-744	Израиль	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-30	745-746	—	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-31	747-756	несколько	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-32	757-765	летчиков	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-33	765-766	,	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-34	767-774	которые	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-35	774-775	,	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-36	776-792	воспользовавшись	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-37	793-806	американскими	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-38	807-817	самолетами	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-39	817-818	,	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-40	819-827	получили	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-41	828-839	возможность	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-42	840-848	испытать	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-43	849-850	С	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-44	850-851	-	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-45	851-854	300	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	
6-46	854-855	.	_	_	_	_	_	_	_	*[8]	*[22]	_	_	_	_	

#Text=¶Отдельно издание упоминает поставку Украиной в США мобильной радиолокационной станции 36Д6М1-1, технологии которой использовались в С-300, а также уверенность украинских специалистов в том, что характеристики имеющихся на Украине зенитных ракетных комплексов принципиально не отличаются от параметров полученных Сирией от России систем модификации С-300ПМУ2.
7-1	859-860	¶	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-2	860-868	Отдельно	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-3	869-876	издание	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-4	877-886	упоминает	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-5	887-895	поставку	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-6	896-904	Украиной	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-7	905-906	в	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-8	907-910	США	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-9	911-920	мобильной	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-10	921-937	радиолокационной	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-11	938-945	станции	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-12	946-948	36	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-13	948-949	Д	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-14	949-950	6	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-15	950-951	М	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-16	951-952	1	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-17	952-953	-	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-18	953-954	1	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-19	954-955	,	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-20	956-966	технологии	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-21	967-974	которой	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-22	975-989	использовались	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-23	990-991	в	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-24	992-993	С	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-25	993-994	-	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-26	994-997	300	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-27	997-998	,	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-28	999-1000	а	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-29	1001-1006	также	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-30	1007-1018	уверенность	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-31	1019-1029	украинских	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-32	1030-1042	специалистов	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-33	1043-1044	в	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-34	1045-1048	том	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-35	1048-1049	,	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-36	1050-1053	что	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-37	1054-1068	характеристики	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-38	1069-1078	имеющихся	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-39	1079-1081	на	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-40	1082-1089	Украине	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-41	1090-1098	зенитных	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-42	1099-1107	ракетных	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-43	1108-1118	комплексов	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-44	1119-1132	принципиально	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-45	1133-1135	не	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-46	1136-1146	отличаются	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-47	1147-1149	от	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-48	1150-1160	параметров	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-49	1161-1171	полученных	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-50	1172-1178	Сирией	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-51	1179-1181	от	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-52	1182-1188	России	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-53	1189-1195	систем	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-54	1196-1207	модификации	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-55	1208-1209	С	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-56	1209-1210	-	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-57	1210-1213	300	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-58	1213-1216	ПМУ	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-59	1216-1217	2	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	
7-60	1217-1218	.	_	_	_	_	_	_	_	*[9]	*[23]	_	_	_	_	

#Text=¶Soha News заключает, что анализ возможностей С-300, обусловленный взаимодействием с украинской стороной, убедил израильское военное руководство в неуязвимости и преимуществе малозаметных истребители пятого поколения F-35 Lightning II при столкновении с сирийскими С-300.
8-1	1222-1223	¶	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-2	1223-1227	Soha	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-3	1228-1232	News	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-4	1233-1242	заключает	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-5	1242-1243	,	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-6	1244-1247	что	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-7	1248-1254	анализ	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-8	1255-1267	возможностей	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-9	1268-1269	С	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-10	1269-1270	-	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-11	1270-1273	300	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-12	1273-1274	,	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-13	1275-1288	обусловленный	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-14	1289-1304	взаимодействием	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-15	1305-1306	с	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-16	1307-1317	украинской	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-17	1318-1326	стороной	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-18	1326-1327	,	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-19	1328-1334	убедил	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-20	1335-1346	израильское	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-21	1347-1354	военное	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-22	1355-1366	руководство	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-23	1367-1368	в	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-24	1369-1381	неуязвимости	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-25	1382-1383	и	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-26	1384-1396	преимуществе	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-27	1397-1409	малозаметных	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-28	1410-1421	истребители	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-29	1422-1428	пятого	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-30	1429-1438	поколения	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-31	1439-1440	F	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-32	1440-1441	-	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-33	1441-1443	35	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-34	1444-1453	Lightning	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-35	1454-1456	II	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-36	1457-1460	при	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-37	1461-1473	столкновении	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-38	1474-1475	с	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-39	1476-1486	сирийскими	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-40	1487-1488	С	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-41	1488-1489	-	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-42	1489-1492	300	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	
8-43	1492-1493	.	_	_	_	_	_	_	_	*[10]	*[24]	_	_	_	_	

#Text=¶Портал подчеркивает, что Москва недовольна подобными действиями Киева, которые ослабляют военные возможности Дамаска.
9-1	1497-1498	¶	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-2	1498-1504	Портал	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-3	1505-1517	подчеркивает	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-4	1517-1518	,	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-5	1519-1522	что	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-6	1523-1529	Москва	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-7	1530-1540	недовольна	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-8	1541-1550	подобными	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-9	1551-1561	действиями	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-10	1562-1567	Киева	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-11	1567-1568	,	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-12	1569-1576	которые	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-13	1577-1586	ослабляют	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-14	1587-1594	военные	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-15	1595-1606	возможности	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-16	1607-1614	Дамаска	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	
9-17	1614-1615	.	_	_	_	_	_	_	_	*[11]	*[25]	_	_	_	_	

#Text=С другой стороны, инициативы Украины, направленные на любое противодействие России, нетрудно понять, поскольку в настоящее время первая страна считает вторую своим главным врагом.
10-1	1616-1617	С	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-2	1618-1624	другой	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-3	1625-1632	стороны	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-4	1632-1633	,	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-5	1634-1644	инициативы	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-6	1645-1652	Украины	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-7	1652-1653	,	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-8	1654-1666	направленные	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-9	1667-1669	на	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-10	1670-1675	любое	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-11	1676-1691	противодействие	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-12	1692-1698	России	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-13	1698-1699	,	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-14	1700-1708	нетрудно	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-15	1709-1715	понять	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-16	1715-1716	,	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-17	1717-1726	поскольку	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-18	1727-1728	в	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-19	1729-1738	настоящее	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-20	1739-1744	время	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-21	1745-1751	первая	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-22	1752-1758	страна	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-23	1759-1766	считает	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-24	1767-1773	вторую	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
10-25	1774-1779	своим	_	_	_	_	_	_	_	*[11]	*[26]	_	_	_	_	
