#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value


#Text=¶2018-01-22
5-10	296-298	42	_	P42Y[2]	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	
5-11	299-303	года	_	P42Y[2]	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	
5-12	303-304	,	_	_	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	
5-13	305-307	он	_	_	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	
5-14	308-316	уроженец	_	_	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	
5-15	317-329	Белгородской	_	_	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	
5-16	330-337	области	_	_	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	
5-17	337-338	.	_	_	_	_	_	_	_	_	*[12]	*[22]	_	_	_	_	

#Text=Учился в Воронеже — окончил архитектурно-строительную академию по специальности «инженер-строитель» (промышленное и гражданское строительство).
6-1	339-345	Учился	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-2	346-347	в	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-3	348-356	Воронеже	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-4	357-358	—	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-5	359-366	окончил	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-6	367-392	архитектурно-строительную	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-7	393-401	академию	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-8	402-404	по	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-9	405-418	специальности	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-10	419-420	«	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-11	420-437	инженер-строитель	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-12	437-438	»	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-13	439-440	(	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-14	440-452	промышленное	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-15	453-454	и	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-16	455-466	гражданское	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-17	467-480	строительство	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-18	480-481	)	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	
6-19	481-482	.	_	_	_	_	_	_	_	_	*[12]	*[23]	_	_	_	_	

#Text=С 2010 года работал на различных должностях в управе Центрального района Воронежа — в том числе был и первым заместителем главы управы.
7-1	483-484	С	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-2	485-489	2010	_	_	*[3]	Year[3]	-[3]	-[3]	2010[3]	*[3]	*[12]	*[24]	Date[40]	*[40]	Year[40]	2010[40]	
7-3	490-494	года	_	_	*[3]	Year[3]	-[3]	-[3]	2010[3]	*[3]	*[12]	*[24]	Date[40]	*[40]	Year[40]	2010[40]	
7-4	495-502	работал	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-5	503-505	на	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-6	506-515	различных	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-7	516-526	должностях	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-8	527-528	в	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-9	529-535	управе	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-10	536-548	Центрального	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-11	549-555	района	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-12	556-564	Воронежа	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-13	565-566	—	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-14	567-568	в	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-15	569-572	том	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-16	573-578	числе	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-17	579-582	был	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-18	583-584	и	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-19	585-591	первым	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-20	592-604	заместителем	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-21	605-610	главы	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-22	611-617	управы	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	
7-23	617-618	.	_	_	_	_	_	_	_	_	*[12]	*[24]	_	_	_	_	

#Text=С сентября 2017 года он занял пост начальника управления жилищно-коммунального хозяйства администрации городского округа город Воронеж.
8-1	619-620	С	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-2	621-629	сентября	_	_	*	MonthName	-	-	09	*	*[12]	*[25]	Date[41]	*[41]	MonthName[41]	2017-09[41]	
8-3	630-634	2017	_	_	*[4]	Year[4]	-[4]	-[4]	2017[4]	*[4]	*[12]	*[25]	Date[41]	*[41]	MonthName[41]	2017-09[41]	
8-4	635-639	года	_	_	*[4]	Year[4]	-[4]	-[4]	2017[4]	*[4]	*[12]	*[25]	Date[41]	*[41]	MonthName[41]	2017-09[41]	
8-5	640-642	он	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-6	643-648	занял	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-7	649-653	пост	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-8	654-664	начальника	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-9	665-675	управления	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-10	676-697	жилищно-коммунального	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-11	698-707	хозяйства	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-12	708-721	администрации	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-13	722-732	городского	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-14	733-739	округа	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-15	740-745	город	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-16	746-753	Воронеж	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	
8-17	753-754	.	_	_	_	_	_	_	_	_	*[12]	*[25]	_	_	_	_	

#Text=Его предшественник Игорь Черенков был снят с должности после того, как зимой 2017 года около 15 воронежцев пострадали от обрушения с крыш сосулек.
9-1	755-758	Его	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-2	759-773	предшественник	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-3	774-779	Игорь	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-4	780-788	Черенков	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-5	789-792	был	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-6	793-797	снят	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-7	798-799	с	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-8	800-809	должности	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-9	810-815	после	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-10	816-820	того	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-11	820-821	,	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-12	822-825	как	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-13	826-831	зимой	_	_	*	Season	-	-	WI	*	*[12]	*[26]	Date[42]	*[42]	Season[42]	2017-WI[42]	
9-14	832-836	2017	_	_	*[5]	Year[5]	-[5]	-[5]	2017[5]	*[5]	*[12]	*[26]	Date[42]	*[42]	Season[42]	2017-WI[42]	
9-15	837-841	года	_	_	*[5]	Year[5]	-[5]	-[5]	2017[5]	*[5]	*[12]	*[26]	Date[42]	*[42]	Season[42]	2017-WI[42]	
9-16	842-847	около	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-17	848-850	15	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-18	851-861	воронежцев	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-19	862-872	пострадали	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-20	873-875	от	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-21	876-885	обрушения	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-22	886-887	с	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-23	888-892	крыш	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-24	893-900	сосулек	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	
9-25	900-901	.	_	_	_	_	_	_	_	_	*[12]	*[26]	_	_	_	_	

#Text=¶Добавим, что ранее пост первого вице-мэра Воронежа по городскому хозяйству занимал Вадим Кстенин.
10-1	905-906	¶	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-2	906-913	Добавим	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-3	913-914	,	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-4	915-918	что	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-5	919-924	ранее	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-6	925-929	пост	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-7	930-937	первого	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-8	938-947	вице-мэра	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-9	948-956	Воронежа	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-10	957-959	по	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-11	960-970	городскому	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-12	971-980	хозяйству	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-13	981-988	занимал	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-14	989-994	Вадим	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-15	995-1002	Кстенин	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	
10-16	1002-1003	.	_	_	_	_	_	_	_	_	*[13]	*[27]	_	_	_	_	

#Text=Он, после назначения главы Воронежа Александра Гусева на должность врио губернатора региона, исполняет обязанности мэра.
11-1	1004-1006	Он	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-2	1006-1007	,	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-3	1008-1013	после	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-4	1014-1024	назначения	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-5	1025-1030	главы	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-6	1031-1039	Воронежа	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-7	1040-1050	Александра	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-8	1051-1057	Гусева	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-9	1058-1060	на	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-10	1061-1070	должность	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-11	1071-1075	врио	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-12	1076-1087	губернатора	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-13	1088-1095	региона	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-14	1095-1096	,	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-15	1097-1106	исполняет	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-16	1107-1118	обязанности	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-17	1119-1123	мэра	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	
11-18	1123-1124	.	_	_	_	_	_	_	_	_	*[13]	*[28]	_	_	_	_	

#Text=Именно Кстенина называют и одним из наиболее вероятных претендентов на пост главы города.
12-1	1125-1131	Именно	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-2	1132-1140	Кстенина	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-3	1141-1149	называют	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-4	1150-1151	и	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-5	1152-1157	одним	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-6	1158-1160	из	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-7	1161-1169	наиболее	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-8	1170-1179	вероятных	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-9	1180-1192	претендентов	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-10	1193-1195	на	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-11	1196-1200	пост	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-12	1201-1206	главы	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-13	1207-1213	города	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	
12-14	1213-1214	.	_	_	_	_	_	_	_	_	*[13]	*[29]	_	_	_	_	

#Text=¶Между тем ситуация с уборкой крыш городских домов, которая в прошлом году стоила поста предшественнику Петрина на посту начальника управления ЖКХ, обсуждалась на совещании в правительстве региона сегодня, 22 января.
13-1	1216-1217	¶	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-2	1217-1222	Между	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-3	1223-1226	тем	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-4	1227-1235	ситуация	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-5	1236-1237	с	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-6	1238-1245	уборкой	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-7	1246-1250	крыш	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-8	1251-1260	городских	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-9	1261-1266	домов	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-10	1266-1267	,	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-11	1268-1275	которая	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-12	1276-1277	в	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-13	1278-1285	прошлом	_	_	*[6]	Year[6]	D[6]	1[6]	2017[6]	*[6]	*[14]	*[30]	Date[43]	*[43]	Year[43]	2017[43]	
13-14	1286-1290	году	_	_	*[6]	Year[6]	D[6]	1[6]	2017[6]	*[6]	*[14]	*[30]	Date[43]	*[43]	Year[43]	2017[43]	
13-15	1291-1297	стоила	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-16	1298-1303	поста	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-17	1304-1319	предшественнику	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-18	1320-1327	Петрина	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-19	1328-1330	на	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-20	1331-1336	посту	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-21	1337-1347	начальника	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-22	1348-1358	управления	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-23	1359-1362	ЖКХ	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-24	1362-1363	,	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-25	1364-1375	обсуждалась	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-26	1376-1378	на	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-27	1379-1388	совещании	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-28	1389-1390	в	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-29	1391-1404	правительстве	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-30	1405-1412	региона	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-31	1413-1420	сегодня	_	_	*	Day	D	1	22	*	*[14]	*[30]	Date	*	Day	2018-01-22	
13-32	1420-1421	,	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	
13-33	1422-1424	22	_	_	*	Day	-	-	22	*	*[14]	*[30]	Date[44]	*[44]	Day[44]	2018-01-22[44]	
13-34	1425-1431	января	_	_	*	MonthName	DA	4	01	*	*[14]	*[30]	Date[44]	*[44]	Day[44]	2018-01-22[44]	
13-35	1431-1432	.	_	_	_	_	_	_	_	_	*[14]	*[30]	_	_	_	_	

#Text=Так, глава регионального следственного управления Следственного комитета РФ Кирилл Левит сообщил, что следственное управление ежегодно рассматривает заявления граждан о получении травм в результате падения сосулек и ледяных глыб с крыш.
14-1	1433-1436	Так	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-2	1436-1437	,	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-3	1438-1443	глава	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-4	1444-1457	регионального	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-5	1458-1471	следственного	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-6	1472-1482	управления	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-7	1483-1496	Следственного	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-8	1497-1505	комитета	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-9	1506-1508	РФ	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-10	1509-1515	Кирилл	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-11	1516-1521	Левит	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-12	1522-1529	сообщил	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-13	1529-1530	,	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-14	1531-1534	что	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-15	1535-1547	следственное	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-16	1548-1558	управление	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-17	1559-1567	ежегодно	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-18	1568-1581	рассматривает	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-19	1582-1591	заявления	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-20	1592-1599	граждан	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-21	1600-1601	о	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-22	1602-1611	получении	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-23	1612-1617	травм	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-24	1618-1619	в	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-25	1620-1630	результате	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-26	1631-1638	падения	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-27	1639-1646	сосулек	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-28	1647-1648	и	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-29	1649-1656	ледяных	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-30	1657-1661	глыб	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-31	1662-1663	с	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-32	1664-1668	крыш	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	
14-33	1668-1669	.	_	_	_	_	_	_	_	_	*[14]	*[31]	_	_	_	_	

#Text=По его словам, этой зимой всего за одну «снежную» неделю (до последних дней зима не баловала горожан, зато баловала коммунальщиков) зафиксированы три случая получения телесных повреждений гражданами при падении льда с крыш.
15-1	1670-1672	По	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-2	1673-1676	его	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-3	1677-1683	словам	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-4	1683-1684	,	_	_	_	_	_	_	_	_	*[14]	*[32]	_	_	_	_	
15-5	1685-1689	этой	_	_	*[7]	Season[7]	DA[7]	2[7]	WI[7]	*[7]	*[14]	*[32]	Date[45]	*[45]	Season[45]	2018-WI[45]	
