#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2018-10-01
4-18	188-189	и	_	_	_	_	_	_	_	_	_	_	*[56]	*[118]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-19	190-204	Великобритании	_	_	_	_	_	_	_	_	_	_	*[56]	*[118]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-20	205-211	решили	_	_	_	_	_	_	_	_	_	_	*[56]	*[118]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-21	212-218	судьбу	_	_	_	_	_	_	_	_	_	_	*[56]	*[118]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-22	219-231	Чехословакии	_	_	_	_	_	_	_	_	_	_	*[56]	*[118]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-23	231-232	.	_	_	_	_	_	_	_	_	_	_	*[56]	*[118]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Приблизило ли это событие Вторую мировую войну или, наоборот, отодвинуло ее на год?
5-1	233-243	Приблизило	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-2	244-246	ли	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-3	247-250	это	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-4	251-258	событие	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-5	259-265	Вторую	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-6	266-273	мировую	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-7	274-279	войну	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-8	280-283	или	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-9	283-284	,	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-10	285-293	наоборот	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-11	293-294	,	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-12	295-305	отодвинуло	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-13	306-308	ее	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-14	309-311	на	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-15	312-315	год	_	_	_	P1Y	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-16	315-316	?	_	_	_	_	_	_	_	_	_	_	*[56]	*[119]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=В чем сходство и в чем разница между Мюнхенским соглашением 1938 года и Московским пактом 1939 года?
6-1	317-318	В	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-2	319-322	чем	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-3	323-331	сходство	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-4	332-333	и	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-5	334-335	в	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-6	336-339	чем	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-7	340-347	разница	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-8	348-353	между	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-9	354-364	Мюнхенским	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-10	365-376	соглашением	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-11	377-381	1938	_	_	_	_	*[7]	Year[7]	-[7]	-[7]	1938[7]	*[7]	*[56]	*[120]	Date[297]	*[297]	Year[297]	1938[297]	_	_	_	_	_	_	_	_	_	
6-12	382-386	года	_	_	_	_	*[7]	Year[7]	-[7]	-[7]	1938[7]	*[7]	*[56]	*[120]	Date[297]	*[297]	Year[297]	1938[297]	_	_	_	_	_	_	_	_	_	
6-13	387-388	и	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-14	389-399	Московским	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-15	400-406	пактом	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-16	407-411	1939	_	_	_	_	*[8]	Year[8]	-[8]	-[8]	1939[8]	*[8]	*[56]	*[120]	Date[298]	*[298]	Year[298]	1939[298]	_	_	_	_	_	_	_	_	_	
6-17	412-416	года	_	_	_	_	*[8]	Year[8]	-[8]	-[8]	1939[8]	*[8]	*[56]	*[120]	Date[298]	*[298]	Year[298]	1939[298]	_	_	_	_	_	_	_	_	_	
6-18	416-417	?	_	_	_	_	_	_	_	_	_	_	*[56]	*[120]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Почему Чехословакия не дождалась помощи от Советского Союза?
7-1	418-424	Почему	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-2	425-437	Чехословакия	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-3	438-440	не	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-4	441-450	дождалась	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-5	451-457	помощи	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-6	458-460	от	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-7	461-471	Советского	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-8	472-477	Союза	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-9	477-478	?	_	_	_	_	_	_	_	_	_	_	*[56]	*[121]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Чего на самом деле добивался Сталин и почему в конце 1930-х была невозможна вторая Антанта?
8-1	479-483	Чего	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-2	484-486	на	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-3	487-492	самом	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-4	493-497	деле	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-5	498-507	добивался	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-6	508-514	Сталин	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-7	515-516	и	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-8	517-523	почему	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-9	524-525	в	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-10	526-531	конце	_	_	_	_	*	Phase	*	*	END	*	*[56]	*[122]	Date[299]	*[299]	YearsX0[299]	193-END[299]	_	_	_	_	_	_	_	_	_	
8-11	532-536	1930	_	_	_	_	*[9]	YearsX0[9]	-[9]	-[9]	1930[9]	*[9]	*[56]	*[122]	Date[299]	*[299]	YearsX0[299]	193-END[299]	_	_	_	_	_	_	_	_	_	
8-12	536-537	-	_	_	_	_	*[9]	YearsX0[9]	-[9]	-[9]	1930[9]	*[9]	*[56]	*[122]	Date[299]	*[299]	YearsX0[299]	193-END[299]	_	_	_	_	_	_	_	_	_	
8-13	537-538	х	_	_	_	_	*[9]	YearsX0[9]	-[9]	-[9]	1930[9]	*[9]	*[56]	*[122]	Date[299]	*[299]	YearsX0[299]	193-END[299]	_	_	_	_	_	_	_	_	_	
8-14	539-543	была	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-15	544-554	невозможна	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-16	555-561	вторая	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-17	562-569	Антанта	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-18	569-570	?	_	_	_	_	_	_	_	_	_	_	*[56]	*[122]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Какие уроки современный мир может извлечь из истории подписания Мюнхенского соглашения?
9-1	571-576	Какие	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-2	577-582	уроки	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-3	583-594	современный	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-4	595-598	мир	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-5	599-604	может	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-6	605-612	извлечь	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-7	613-615	из	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-8	616-623	истории	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-9	624-634	подписания	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-10	635-646	Мюнхенского	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-11	647-657	соглашения	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-12	657-658	?	_	_	_	_	_	_	_	_	_	_	*[56]	*[123]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Своим взглядом на те события с «Лентой.
10-1	659-664	Своим	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-2	665-673	взглядом	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-3	674-676	на	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-4	677-679	те	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-5	680-687	события	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-6	688-689	с	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-7	690-691	«	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-8	691-697	Лентой	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-9	697-698	.	_	_	_	_	_	_	_	_	_	_	*[56]	*[124]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=ру» поделился кандидат исторических наук Кирилл Александров.
11-1	698-700	ру	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-2	700-701	»	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-3	702-711	поделился	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-4	712-720	кандидат	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-5	721-733	исторических	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-6	734-738	наук	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-7	739-745	Кирилл	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-8	746-757	Александров	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-9	757-758	.	_	_	_	_	_	_	_	_	_	_	*[56]	*[125]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Два сговора с Гитлером
12-1	762-763	¶	_	_	_	_	_	_	_	_	_	_	*[57]	*[126]	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-2	763-766	Два	_	_	_	_	_	_	_	_	_	_	*[57]	*[126]	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-3	767-774	сговора	_	_	_	_	_	_	_	_	_	_	*[57]	*[126]	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-4	775-776	с	_	_	_	_	_	_	_	_	_	_	*[57]	*[126]	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-5	777-785	Гитлером	_	_	_	_	_	_	_	_	_	_	*[57]	*[126]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Можно ли назвать Мюнхенское соглашение прелюдией ко Второй мировой войне?
13-1	789-790	¶	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-2	790-795	Можно	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-3	796-798	ли	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-4	799-806	назвать	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-5	807-817	Мюнхенское	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-6	818-828	соглашение	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-7	829-838	прелюдией	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-8	839-841	ко	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-9	842-848	Второй	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-10	849-856	мировой	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-11	857-862	войне	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-12	862-863	?	_	_	_	_	_	_	_	_	_	_	*[58]	*[127]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Любое соглашение или действие в области внешней политики, которое усиливало потенциал рейха, повышало самооценку, популярность и амбиции Адольфа Гитлера, увеличивало риски нацистской агрессии.
14-1	867-868	¶	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-2	868-873	Любое	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-3	874-884	соглашение	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-4	885-888	или	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-5	889-897	действие	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-6	898-899	в	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-7	900-907	области	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-8	908-915	внешней	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-9	916-924	политики	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-10	924-925	,	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-11	926-933	которое	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-12	934-943	усиливало	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-13	944-953	потенциал	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-14	954-959	рейха	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-15	959-960	,	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-16	961-969	повышало	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-17	970-980	самооценку	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-18	980-981	,	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-19	982-994	популярность	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-20	995-996	и	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-21	997-1004	амбиции	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-22	1005-1012	Адольфа	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-23	1013-1020	Гитлера	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-24	1020-1021	,	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-25	1022-1033	увеличивало	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-26	1034-1039	риски	_	_	_	_	_	_	_	_	_	_	*[59]	*[128]	_	_	_	_	_	_	_	_	_	_	_	_	_	
