#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Restored|Through|U_Class
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2013-07-10
3-3	53-58	рынок	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-4	59-74	широкополосного	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-5	75-91	интернет-доступа	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-6	92-95	рос	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-7	96-97	в	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-8	98-104	первой	_	_	_	Fraction[8]	*[8]	*[8]	*[8]	*[8]	*[8]	*[25]	_	_	*[33]	Date[56]	*[56]	*[56]	2013-H1[56]	*	*	*	*	*	*	*	*	3-21[57_56]	
3-9	105-113	половине	_	_	_	Fraction[8]	*[8]	*[8]	*[8]	*[8]	*[8]	*[25]	_	_	*[33]	Date[56]	*[56]	*[56]	2013-H1[56]	_	_	_	_	_	_	_	_	_	
3-10	114-118	2013	_	_	_	Year[9]	*[9]	*[9]	*[9]	*[9]	*[9]	*[25]	_	_	*[33]	Date[56]	*[56]	*[56]	2013-H1[56]	_	_	_	_	_	_	_	_	_	
3-11	119-120	г	_	_	_	Year[9]	*[9]	*[9]	*[9]	*[9]	*[9]	*[25]	_	_	*[33]	Date[56]	*[56]	*[56]	2013-H1[56]	_	_	_	_	_	_	_	_	_	
3-12	120-121	.	_	_	_	Year[9]	*[9]	*[9]	*[9]	*[9]	*[9]	*[25]	_	_	*[33]	Date[56]	*[56]	*[56]	2013-H1[56]	_	_	_	_	_	_	_	_	_	
3-13	122-130	необычно	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-14	131-139	медленно	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-15	139-140	:	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-16	141-154	пользователей	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-17	155-160	стало	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-18	161-167	больше	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-19	167-168	,	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-20	169-172	чем	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-21	173-178	годом	Text[1]	7-A[1]	_	_	_	_	_	_	_	*[25]	_	_	*[33]	ShiftExp[57]|Dur[58]	BEFORE,Dur,Anchor[57]|*[58]	*[57]|*[58]	*[57]|P1Y[58]	_	_	_	_	_	_	_	_	_	
3-22	179-184	ранее	Text[1]	7-A[1]	_	_	_	_	_	_	_	*[25]	_	_	*[33]	ShiftExp[57]	BEFORE,Dur,Anchor[57]	*[57]	*[57]	_	_	_	_	_	_	_	_	_	
3-23	184-185	,	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-24	186-191	всего	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-25	192-194	на	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-26	195-197	10	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-27	197-198	,	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-28	198-199	8	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-29	199-200	%	_	_	_	_	_	_	_	_	_	*[25]	_	_	*[33]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶В конце июня 2013 г. в России насчитывалось 26,32 млн домохозяйств, подключенных к фиксированным сетям широкополосного доступа (ШПД), или 48% от их общего количества, – таковы предварительные данные iKS-Consulting.
4-1	204-205	¶	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-2	205-206	В	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-3	207-212	конце	_	_	_	Phase	*	*	*	*	*	*[26]	_	_	*[34]	Date[59]	*[59]	*[59]	2013-06-END[59]	_	_	_	_	_	_	_	_	_	
4-4	213-217	июня	_	_	_	MonthName	*	*	*	*	*	*[26]	_	_	*[34]	Date[59]	*[59]	*[59]	2013-06-END[59]	_	_	_	_	_	_	_	_	_	
4-5	218-222	2013	_	_	_	Year[10]	*[10]	*[10]	*[10]	*[10]	*[10]	*[26]	_	_	*[34]	Date[59]	*[59]	*[59]	2013-06-END[59]	_	_	_	_	_	_	_	_	_	
4-6	223-224	г	_	_	_	Year[10]	*[10]	*[10]	*[10]	*[10]	*[10]	*[26]	_	_	*[34]	Date[59]	*[59]	*[59]	2013-06-END[59]	_	_	_	_	_	_	_	_	_	
4-7	224-225	.	_	_	_	Year[10]	*[10]	*[10]	*[10]	*[10]	*[10]	*[26]	_	_	*[34]	Date[59]	*[59]	*[59]	2013-06-END[59]	_	_	_	_	_	_	_	_	_	
4-8	226-227	в	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-9	228-234	России	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-10	235-248	насчитывалось	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-11	249-251	26	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-12	251-252	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-13	252-254	32	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-14	255-258	млн	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-15	259-271	домохозяйств	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-16	271-272	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-17	273-285	подключенных	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-18	286-287	к	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-19	288-301	фиксированным	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-20	302-307	сетям	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-21	308-323	широкополосного	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-22	324-331	доступа	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-23	332-333	(	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-24	333-336	ШПД	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-25	336-337	)	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-26	337-338	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-27	339-342	или	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-28	343-345	48	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-29	345-346	%	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-30	347-349	от	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-31	350-352	их	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-32	353-359	общего	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-33	360-370	количества	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-34	370-371	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-35	372-373	–	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-36	374-380	таковы	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-37	381-396	предварительные	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-38	397-403	данные	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-39	404-418	iKS-Consulting	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-40	418-419	.	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[34]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=За год с июня 2012 г. пользователей фиксированного ШПД стало больше на 10,8% – это самый низкий прирост абонентской базы за весь период, в течение которого iKS-Consulting отслеживает динамику рынка, признается партнер этой компании Константин Анкилов.
5-1	420-422	За	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-2	423-426	год	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	Dur	*	*	P1Y	_	_	_	_	_	_	_	_	_	
5-3	427-428	с	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-4	429-433	июня	_	_	_	MonthName	*	*	*	*	*	*[26]	_	_	*[35]	Date[60]	*[60]	*[60]	2012-06[60]	_	_	_	_	_	_	_	_	_	
5-5	434-438	2012	_	_	_	Year[11]	*[11]	*[11]	*[11]	*[11]	*[11]	*[26]	_	_	*[35]	Date[60]	*[60]	*[60]	2012-06[60]	_	_	_	_	_	_	_	_	_	
5-6	439-440	г	_	_	_	Year[11]	*[11]	*[11]	*[11]	*[11]	*[11]	*[26]	_	_	*[35]	Date[60]	*[60]	*[60]	2012-06[60]	_	_	_	_	_	_	_	_	_	
5-7	440-441	.	_	_	_	Year[11]	*[11]	*[11]	*[11]	*[11]	*[11]	*[26]	_	_	*[35]	Date[60]	*[60]	*[60]	2012-06[60]	_	_	_	_	_	_	_	_	_	
5-8	442-455	пользователей	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-9	456-470	фиксированного	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-10	471-474	ШПД	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-11	475-480	стало	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-12	481-487	больше	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-13	488-490	на	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-14	491-493	10	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-15	493-494	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-16	494-495	8	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-17	495-496	%	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-18	497-498	–	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-19	499-502	это	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-20	503-508	самый	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-21	509-515	низкий	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-22	516-523	прирост	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-23	524-535	абонентской	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-24	536-540	базы	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-25	541-543	за	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-26	544-548	весь	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-27	549-555	период	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-28	555-556	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-29	557-558	в	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-30	559-566	течение	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-31	567-575	которого	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-32	576-590	iKS-Consulting	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-33	591-602	отслеживает	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-34	603-611	динамику	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-35	612-617	рынка	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-36	617-618	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-37	619-629	признается	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-38	630-637	партнер	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-39	638-642	этой	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-40	643-651	компании	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-41	652-662	Константин	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-42	663-670	Анкилов	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-43	670-671	.	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[35]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Год назад прирост к аналогичному периоду предшествующего года составлял 17,5%, а два года назад – 22%.
6-1	672-675	Год	DCT[2]	7-D[2]	_	_	_	_	_	_	_	*[26]	_	_	*[36]	ShiftExp[61]|Dur[62]	BEFORE,Dur,Anchor[61]|*[62]	*[61]|*[62]	*[61]|P1Y[62]	*	*	*	*	*	*	*	*	6-7[63_61]	
6-2	676-681	назад	DCT[2]	7-D[2]	_	_	_	_	_	_	_	*[26]	_	_	*[36]	ShiftExp[61]	BEFORE,Dur,Anchor[61]	*[61]	*[61]	_	_	_	_	_	_	_	_	_	
6-3	682-689	прирост	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-4	690-691	к	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-5	692-704	аналогичному	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-6	705-712	периоду	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-7	713-728	предшествующего	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	Date[63]	*[63]	*[63]	2011[63]	_	_	_	_	_	_	_	_	_	
6-8	729-733	года	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	Date[63]	*[63]	*[63]	2011[63]	_	_	_	_	_	_	_	_	_	
6-9	734-743	составлял	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-10	744-746	17	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-11	746-747	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-12	747-748	5	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-13	748-749	%	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-14	749-750	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-15	751-752	а	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-16	753-756	два	DCT[3]	7-D[3]	_	_	_	_	_	_	_	*[26]	_	_	*[36]	ShiftExp[64]|Dur[65]	BEFORE,Dur,Anchor[64]|*[65]	*[64]|*[65]	*[64]|P2Y[65]	_	_	_	_	_	_	_	_	_	
6-17	757-761	года	DCT[3]	7-D[3]	_	_	_	_	_	_	_	*[26]	_	_	*[36]	ShiftExp[64]|Dur[65]	BEFORE,Dur,Anchor[64]|*[65]	*[64]|*[65]	*[64]|P2Y[65]	_	_	_	_	_	_	_	_	_	
6-18	762-767	назад	DCT[3]	7-D[3]	_	_	_	_	_	_	_	*[26]	_	_	*[36]	ShiftExp[64]	BEFORE,Dur,Anchor[64]	*[64]	*[64]	_	_	_	_	_	_	_	_	_	
6-19	768-769	–	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-20	770-772	22	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-21	772-773	%	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-22	773-774	.	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[36]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=По мере насыщения рынка подобные антирекорды будут повторяться от квартала к кварталу, не сомневается Анкилов.
7-1	775-777	По	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-2	778-782	мере	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-3	783-792	насыщения	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-4	793-798	рынка	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-5	799-807	подобные	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-6	808-819	антирекорды	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-7	820-825	будут	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-8	826-837	повторяться	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-9	838-840	от	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-10	841-849	квартала	_	_	_	Quarter	*	*	*	*	*	*[26]	DCT	6	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-11	850-851	к	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-12	852-860	кварталу	_	_	_	Quarter	*	*	*	*	*	*[26]	DCT	6	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-13	860-861	,	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-14	862-864	не	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-15	865-876	сомневается	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-16	877-884	Анкилов	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-17	884-885	.	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[37]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=За весь 2013 год количество российских абонентов ШПД увеличится на 7,5%, ожидает он, а в 2014 г. – на 5%.
8-1	886-888	За	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[38]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-2	889-893	весь	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[38]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-3	894-898	2013	_	_	_	Year[12]	*[12]	*[12]	*[12]	*[12]	*[12]	*[26]	_	_	*[38]	Date[66]	*[66]	*[66]	2013[66]	_	_	_	_	_	_	_	_	_	
8-4	899-902	год	_	_	_	Year[12]	*[12]	*[12]	*[12]	*[12]	*[12]	*[26]	_	_	*[38]	Date[66]	*[66]	*[66]	2013[66]	_	_	_	_	_	_	_	_	_	
8-5	903-913	количество	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[38]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-6	914-924	российских	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[38]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-7	925-934	абонентов	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[38]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-8	935-938	ШПД	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[38]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-9	939-949	увеличится	_	_	_	_	_	_	_	_	_	*[26]	_	_	*[38]	_	_	_	_	_	_	_	_	_	_	_	_	_	
