#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2020-08-24
3-16	206-212	вокруг	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-17	213-216	его	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-18	217-222	семьи	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-19	222-223	.	_	_	_	_	_	_	_	*[5]	*[12]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Об этом сообщает Fox News.
4-1	224-226	Об	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-2	227-231	этом	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-3	232-240	сообщает	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-4	241-244	Fox	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-5	245-249	News	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-6	249-250	.	_	_	_	_	_	_	_	*[5]	*[13]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Бразильский журналист решил задать вопрос президенту о средствах в размере 72 тысячи реалов (почти 13 тысяч долларов), которые бывший помощник сына-сенатора Болсонару Фабрисио Кейрос перевел с 2011 по 2017 годы на счета его жены, Мишель Болсонару.
5-1	254-255	¶	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-2	255-266	Бразильский	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-3	267-276	журналист	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-4	277-282	решил	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-5	283-289	задать	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-6	290-296	вопрос	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-7	297-307	президенту	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-8	308-309	о	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-9	310-319	средствах	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-10	320-321	в	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-11	322-329	размере	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-12	330-332	72	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-13	333-339	тысячи	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-14	340-346	реалов	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-15	347-348	(	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-16	348-353	почти	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-17	354-356	13	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-18	357-362	тысяч	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-19	363-371	долларов	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-20	371-372	)	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-21	372-373	,	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-22	374-381	которые	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-23	382-388	бывший	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-24	389-397	помощник	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-25	398-411	сына-сенатора	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-26	412-421	Болсонару	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-27	422-430	Фабрисио	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-28	431-437	Кейрос	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-29	438-445	перевел	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-30	446-447	с	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-31	448-452	2011	_	*	Year	-	-	2011	*	*[6]	*[14]	*	*	Year	2011	_	_	_	_	_	_	_	_	_	
5-32	453-455	по	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-33	456-460	2017	_	*[2]	Year[2]	-[2]	-[2]	2017[2]	*[2]	*[6]	*[14]	Date[24]	*[24]	Year[24]	2017[24]	_	_	_	_	_	_	_	_	_	
5-34	461-465	годы	_	*[2]	Year[2]	-[2]	-[2]	2017[2]	*[2]	*[6]	*[14]	Date[24]	*[24]	Year[24]	2017[24]	_	_	_	_	_	_	_	_	_	
5-35	466-468	на	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-36	469-474	счета	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-37	475-478	его	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-38	479-483	жены	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-39	483-484	,	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-40	485-491	Мишель	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-41	492-501	Болсонару	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-42	501-502	.	_	_	_	_	_	_	_	*[6]	*[14]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=«Мне хочется дать тебе по морде, окей?» — отреагировал на вопрос репортера бразильский лидер.
6-1	503-504	«	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-2	504-507	Мне	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-3	508-515	хочется	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-4	516-520	дать	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-5	521-525	тебе	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-6	526-528	по	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-7	529-534	морде	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-8	534-535	,	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-9	536-540	окей	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-10	540-541	?	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-11	541-542	»	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-12	543-544	—	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-13	545-557	отреагировал	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-14	558-560	на	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-15	561-567	вопрос	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-16	568-577	репортера	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-17	578-589	бразильский	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-18	590-595	лидер	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-19	595-596	.	_	_	_	_	_	_	_	*[6]	*[15]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Известно, что в данный момент ведется разбирательство в отношении экономических преступлений Кейроса, который находится под домашним арестом.
7-1	600-601	¶	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-2	601-609	Известно	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-3	609-610	,	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-4	611-614	что	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-5	615-616	в	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-6	617-623	данный	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-7	624-630	момент	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-8	631-638	ведется	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-9	639-654	разбирательство	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-10	655-656	в	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-11	657-666	отношении	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-12	667-680	экономических	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-13	681-693	преступлений	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-14	694-701	Кейроса	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-15	701-702	,	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-16	703-710	который	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-17	711-720	находится	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-18	721-724	под	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-19	725-733	домашним	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-20	734-741	арестом	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-21	741-742	.	_	_	_	_	_	_	_	*[7]	*[16]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶В мае Федеральный верховный суд Бразилии заподозрил президента в превышении полномочий и вмешательстве в деятельность органов следствия.
8-1	746-747	¶	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-2	747-748	В	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-3	749-752	мае	_	*	MonthName	DA	4	05	*	*[8]	*[17]	Date	*	MonthName	2020-05	*	*	*	*	*	*	*	4Y	9-1[25_0]	
8-4	753-764	Федеральный	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-5	765-774	верховный	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-6	775-778	суд	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-7	779-787	Бразилии	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-8	788-798	заподозрил	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-9	799-809	президента	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-10	810-811	в	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-11	812-822	превышении	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-12	823-833	полномочий	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-13	834-835	и	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-14	836-849	вмешательстве	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-15	850-851	в	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-16	852-864	деятельность	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-17	865-872	органов	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-18	873-882	следствия	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-19	882-883	.	_	_	_	_	_	_	_	*[8]	*[17]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=24 апреля в отставку подал министр юстиции и общественной безопасности Сержиу Мору.
9-1	884-886	24	_	*	Day	-	-	24	*	*[8]	*[18]	Date[25]	*[25]	Day[25]	2020-04-24[25]	_	_	_	_	_	_	_	_	_	
9-2	887-893	апреля	_	*	MonthName	DA	4	04	*	*[8]	*[18]	Date[25]	*[25]	Day[25]	2020-04-24[25]	_	_	_	_	_	_	_	_	_	
9-3	894-895	в	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-4	896-904	отставку	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-5	905-910	подал	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-6	911-918	министр	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-7	919-926	юстиции	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-8	927-928	и	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-9	929-941	общественной	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-10	942-954	безопасности	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-11	955-961	Сержиу	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-12	962-966	Мору	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-13	966-967	.	_	_	_	_	_	_	_	*[8]	*[18]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Он был назначен Болсонару на этот пост для борьбы с коррупцией, а ушел после увольнения президентом главы федеральной полиции.
10-1	968-970	Он	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-2	971-974	был	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-3	975-983	назначен	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-4	984-993	Болсонару	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-5	994-996	на	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-6	997-1001	этот	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-7	1002-1006	пост	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-8	1007-1010	для	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-9	1011-1017	борьбы	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-10	1018-1019	с	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-11	1020-1030	коррупцией	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-12	1030-1031	,	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-13	1032-1033	а	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-14	1034-1038	ушел	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-15	1039-1044	после	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-16	1045-1055	увольнения	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-17	1056-1067	президентом	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-18	1068-1073	главы	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-19	1074-1085	федеральной	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-20	1086-1093	полиции	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-21	1093-1094	.	_	_	_	_	_	_	_	*[8]	*[19]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Мору считает, что президент Бразилии таким образом хотел помешать расследованию уголовных дел с участием его сыновей.
11-1	1095-1099	Мору	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-2	1100-1107	считает	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-3	1107-1108	,	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-4	1109-1112	что	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-5	1113-1122	президент	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-6	1123-1131	Бразилии	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-7	1132-1137	таким	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-8	1138-1145	образом	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-9	1146-1151	хотел	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-10	1152-1160	помешать	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-11	1161-1174	расследованию	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-12	1175-1184	уголовных	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-13	1185-1188	дел	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-14	1189-1190	с	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-15	1191-1199	участием	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-16	1200-1203	его	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-17	1204-1211	сыновей	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-18	1211-1212	.	_	_	_	_	_	_	_	*[8]	*[20]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=После этого судья Федерального суда Селсу ди Мелу одобрил расследование в отношении Болсонару из-за публичных обвинений в использовании служебного положения в личных целях.
12-1	1213-1218	После	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-2	1219-1224	этого	_	_	_	_	_	_	_	*[8]	*[21]	_	_	_	_	_	_	_	_	_	_	_	_	_	
