#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Anchored|To|U_Class
#T_SP=webanno.custom.DocCreationTime|DayOfWeek
#T_SP=webanno.custom.Dur|Value
#T_SP=webanno.custom.Field|Category|Gran|ResolveDefault|U_Class|Val|fType
#T_SP=webanno.custom.Paragraph|
#T_SP=webanno.custom.Sentence|
#T_SP=webanno.custom.TxtDate|Category|Formula|Gran|Value
#T_RL=webanno.custom.Anaphoric|Comment|Decision|ID|LinkName|Operation|Relation|eClass|uClass|BT_webanno.custom.TxtDate


#Text=¶2020-08-12
3-2	61-70	Лукашенко	_	_	_	_	_	_	_	_	_	_	*[28]	*[61]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-3	71-77	правит	_	_	_	_	_	_	_	_	_	_	*[28]	*[61]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-4	78-89	Белоруссией	_	_	_	_	_	_	_	_	_	_	*[28]	*[61]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-5	90-93	уже	_	_	_	_	_	_	_	_	_	_	*[28]	*[61]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-6	94-96	25	_	_	_	P25Y[2]	_	_	_	_	_	_	*[28]	*[61]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-7	97-100	лет	_	_	_	P25Y[2]	_	_	_	_	_	_	*[28]	*[61]	_	_	_	_	_	_	_	_	_	_	_	_	_	
3-8	100-101	.	_	_	_	_	_	_	_	_	_	_	*[28]	*[61]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Как он укреплял свою власть и что стало с его соперниками?
4-1	102-105	Как	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-2	106-108	он	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-3	109-117	укреплял	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-4	118-122	свою	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-5	123-129	власть	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-6	130-131	и	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-7	132-135	что	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-8	136-141	стало	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-9	142-143	с	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-10	144-147	его	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-11	148-159	соперниками	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	
4-12	159-160	?	_	_	_	_	_	_	_	_	_	_	*[28]	*[62]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Александр Лукашенко вновь победил на выборах президента Белоруссии, набрав почти 80 процентов голосов.
5-1	164-165	¶	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-2	165-174	Александр	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-3	175-184	Лукашенко	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-4	185-190	вновь	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-5	191-198	победил	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-6	199-201	на	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-7	202-209	выборах	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-8	210-220	президента	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-9	221-231	Белоруссии	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-10	231-232	,	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-11	233-239	набрав	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-12	240-245	почти	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-13	246-248	80	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-14	249-258	процентов	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-15	259-266	голосов	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	
5-16	266-267	.	_	_	_	_	_	_	_	_	_	_	*[29]	*[63]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Но граждане в это не верят — уже четвертый день в белорусских городах продолжаются протесты, переходящие в уличные бои с милицией и внутренними войсками.
6-1	268-270	Но	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-2	271-279	граждане	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-3	280-281	в	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-4	282-285	это	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-5	286-288	не	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-6	289-294	верят	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-7	295-296	—	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-8	297-300	уже	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-9	301-310	четвертый	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-10	311-315	день	_	_	_	P1D	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-11	316-317	в	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-12	318-329	белорусских	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-13	330-337	городах	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-14	338-350	продолжаются	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-15	351-359	протесты	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-16	359-360	,	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-17	361-372	переходящие	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-18	373-374	в	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-19	375-382	уличные	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-20	383-386	бои	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-21	387-388	с	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-22	389-397	милицией	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-23	398-399	и	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-24	400-411	внутренними	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-25	412-420	войсками	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	
6-26	420-421	.	_	_	_	_	_	_	_	_	_	_	*[29]	*[64]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Разочарование и гнев белорусов вполне понятны: народная поддержка Светланы Тихановской была более чем очевидна, но 11 августа стало известно, что основной сопернице действующего президента пришлось покинуть страну.
7-1	422-435	Разочарование	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-2	436-437	и	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-3	438-442	гнев	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-4	443-452	белорусов	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-5	453-459	вполне	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-6	460-467	понятны	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-7	467-468	:	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-8	469-477	народная	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-9	478-487	поддержка	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-10	488-496	Светланы	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-11	497-508	Тихановской	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-12	509-513	была	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-13	514-519	более	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-14	520-523	чем	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-15	524-532	очевидна	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-16	532-533	,	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-17	534-536	но	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-18	537-539	11	_	_	_	_	*	Day	-	-	11	*	*[29]	*[65]	Date[158]	*[158]	Day[158]	*[158]	_	_	_	_	_	_	_	_	_	
7-19	540-547	августа	_	_	_	_	*	MonthName	DA	4	АВГУСТ	*	*[29]	*[65]	Date[158]	*[158]	Day[158]	*[158]	_	_	_	_	_	_	_	_	_	
7-20	548-553	стало	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-21	554-562	известно	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-22	562-563	,	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-23	564-567	что	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-24	568-576	основной	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-25	577-586	сопернице	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-26	587-599	действующего	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-27	600-610	президента	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-28	611-619	пришлось	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-29	620-628	покинуть	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-30	629-635	страну	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	
7-31	635-636	.	_	_	_	_	_	_	_	_	_	_	*[29]	*[65]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=«Не дай бог вам оказаться перед таким выбором, перед каким оказалась я», — сказала она на прощание своим сторонникам.
8-1	637-638	«	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-2	638-640	Не	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-3	641-644	дай	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-4	645-648	бог	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-5	649-652	вам	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-6	653-662	оказаться	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-7	663-668	перед	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-8	669-674	таким	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-9	675-682	выбором	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-10	682-683	,	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-11	684-689	перед	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-12	690-695	каким	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-13	696-705	оказалась	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-14	706-707	я	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-15	707-708	»	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-16	708-709	,	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-17	710-711	—	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-18	712-719	сказала	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-19	720-723	она	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-20	724-726	на	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-21	727-735	прощание	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-22	736-741	своим	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-23	742-753	сторонникам	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	
8-24	753-754	.	_	_	_	_	_	_	_	_	_	_	*[29]	*[66]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=В новейшей истории Белоруссии это далеко не первый пример давления на политических противников Лукашенко.
9-1	755-756	В	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-2	757-765	новейшей	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-3	766-773	истории	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-4	774-784	Белоруссии	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-5	785-788	это	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-6	789-795	далеко	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-7	796-798	не	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-8	799-805	первый	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-9	806-812	пример	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-10	813-821	давления	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-11	822-824	на	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-12	825-837	политических	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-13	838-849	противников	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-14	850-859	Лукашенко	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	
9-15	859-860	.	_	_	_	_	_	_	_	_	_	_	*[29]	*[67]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=«Лента.
10-1	861-862	«	_	_	_	_	_	_	_	_	_	_	*[29]	*[68]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-2	862-867	Лента	_	_	_	_	_	_	_	_	_	_	*[29]	*[68]	_	_	_	_	_	_	_	_	_	_	_	_	_	
10-3	867-868	.	_	_	_	_	_	_	_	_	_	_	*[29]	*[68]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=ру» вспомнила, как в разные годы складывалась судьба оппонентов белорусского Батьки.
11-1	868-870	ру	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-2	870-871	»	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-3	872-881	вспомнила	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-4	881-882	,	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-5	883-886	как	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-6	887-888	в	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-7	889-895	разные	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-8	896-900	годы	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-9	901-913	складывалась	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-10	914-920	судьба	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-11	921-931	оппонентов	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-12	932-944	белорусского	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-13	945-951	Батьки	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	
11-14	951-952	.	_	_	_	_	_	_	_	_	_	_	*[29]	*[69]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶Спаситель Отечества
12-1	956-957	¶	_	_	_	_	_	_	_	_	_	_	*[30]	*[70]	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-2	957-966	Спаситель	_	_	_	_	_	_	_	_	_	_	*[30]	*[70]	_	_	_	_	_	_	_	_	_	_	_	_	_	
12-3	967-976	Отечества	_	_	_	_	_	_	_	_	_	_	*[30]	*[70]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=¶«Вы что, с ума там посходили?
13-1	980-981	¶	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-2	981-982	«	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-3	982-984	Вы	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-4	985-988	что	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-5	988-989	,	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-6	990-991	с	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-7	992-995	ума	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-8	996-999	там	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-9	1000-1009	посходили	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	
13-10	1009-1010	?	_	_	_	_	_	_	_	_	_	_	*[31]	*[71]	_	_	_	_	_	_	_	_	_	_	_	_	_	

#Text=Или мне принимать жесткие меры, как в первые годы своей президентской жизни, когда [бандиты] убивали людей на трассе Москва — Берлин?
14-1	1011-1014	Или	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-2	1015-1018	мне	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-3	1019-1028	принимать	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-4	1029-1036	жесткие	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-5	1037-1041	меры	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-6	1041-1042	,	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-7	1043-1046	как	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-8	1047-1048	в	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
14-9	1049-1055	первые	_	_	_	_	_	_	_	_	_	_	*[31]	*[72]	_	_	_	_	_	_	_	_	_	_	_	_	_	
